2026-01-10,63
2026-01-10,63
2026-01-10,69
2026-01-10,50
2026-01-10,66
2026-01-10,54
2026-01-10,54
2026-01-10,56
2026-01-10,56
2026-01-10,50
2026-01-10,50
2026-01-10,52
2026-01-10,52
2026-01-11,68
2026-01-11,59
2026-01-11,59
2026-01-11,52
2026-01-11,52
2026-01-11,58
2026-01-11,58
2026-01-11,55
2026-01-11,69
2026-01-11,69
2026-01-11,57
2026-01-11,57
2026-01-11,61
2026-01-11,61
2026-01-11,63
2026-01-11,63
2026-01-11,69
2026-01-11,69
2026-01-11,66
2026-01-11,66
2026-01-11,57
2026-01-11,51
2026-01-11,51
2026-01-11,58
2026-01-11,58
2026-01-11,59
2026-01-11,56
2026-01-11,56
2026-01-11,52
2026-01-11,52
2026-01-11,53
2026-01-11,53
2026-01-11,63
2026-01-11,63
2026-01-11,65
2026-01-11,54
2026-01-11,54
2026-01-11,63
2026-01-11,63
2026-01-11,50
2026-01-11,50
2026-01-11,51
2026-01-11,51
2026-01-11,69
2026-01-11,66
2026-01-11,51
2026-01-11,51
2026-01-11,53
2026-01-11,53
2026-01-11,69
2026-01-11,69
2026-01-11,67
2026-01-11,67
2026-01-11,53
2026-01-11,53
2026-01-11,51
2026-01-11,51
2026-01-11,56
2026-01-11,56
2026-01-11,57
2026-01-11,57
2026-01-11,64
2026-01-11,64
2026-01-11,63
2026-01-11,63
2026-01-11,60
2026-01-11,60
2026-01-11,55
2026-01-11,55
2026-01-11,68
2026-01-11,68
2026-01-11,58
2026-01-11,58
2026-01-11,52
2026-01-11,52
2026-01-11,61
2026-01-11,61
2026-01-11,66
2026-01-11,66
2026-01-11,67
2026-01-11,67
2026-01-11,53
2026-01-11,53
2026-01-11,64
2026-01-11,64
2026-01-11,66
2026-01-11,66
2026-01-11,54
2026-01-11,54
2026-01-11,66
2026-01-11,66
2026-01-11,69
2026-01-11,69
2026-01-11,50
2026-01-11,50
2026-01-11,62
2026-01-11,62
2026-01-11,62
2026-01-11,62
2026-01-11,69
2026-01-11,69
2026-01-11,50
2026-01-11,50
2026-01-11,65
2026-01-11,65
2026-01-11,68
2026-01-11,68
2026-01-11,55
2026-01-11,55
2026-01-11,54
2026-01-11,60
2026-01-11,60
2026-01-11,66
2026-01-11,66
2026-01-11,51
2026-01-11,51
2026-01-11,50
2026-01-11,50
2026-01-11,68
2026-01-11,69
2026-01-11,69
